time_min,Our,Vanilla VAE
10,0.7254359490274984,0.7055795143823312
20,0.7358316566063046,0.6868534048111512
30,0.7527665995975855,0.6840029688621238
60,0.7770791415157613,0.6959915671183277
90,0.7928403755868546,0.7089113937705488
120,0.7945171026156942,0.7041467921749611
150,0.7911636485580148,0.6932621369241089
180,0.7868879946344736,0.6839633371323511
