ehr,1,1,0,0,1,0,1
waves,0,1,1,0,0,1,1
thermal,0,0,0,1,1,1,1
pseudonym,,,,,,,
260121025,0.07440032296092682,0.02316178992965722,0.16523569061199694,0.12167841657621174,0.11940144790542491,0.051988116002867686,0.11432529469265164
170221041,0.17921350012038992,0.22006661083320295,0.183746026305237,0.06337406538832203,0.044080588681858435,0.135486221857145,0.11586770261416598
90321052,0.05233615008136825,0.053873379007649075,0.13772585101906923,0.1876520804664938,0.16294043618566273,0.21392159997532684,0.1586367742234453
210321059,0.0610484412325983,0.16042427001167942,0.20129071201231036,0.05486628400620355,0.13069554406902015,0.06106601431570448,0.08563866847075759
110421069,0.11147547596577907,0.10991900599661987,0.180311946741243,0.06901854383429636,0.07141548422555469,0.07250050133373326,0.10560343241630775
120421070,0.1341984125763133,0.08003596156396019,0.179532713963788,0.13418178669866251,0.06814305264208415,0.10883860164560626,0.152571315673424
140721114,0.0156153293601404,0.028087160194703652,0.20648444894205797,0.10878627651521434,0.14512755140821224,0.06758006183988559,0.15534286610508213
220721117,0.16141887581412423,0.18168833907085707,0.17886513247378333,0.029908127712346393,0.036240080605913064,0.014140834054443038,0.017415419283618495
141021143,0.12572639466526833,0.12290007239043135,0.22027547883889542,0.2639774768803473,0.11396681973949682,0.2280509466432925,0.17961472548703689
170222196,0.07791619834213787,0.10232793610188924,0.20814743478976583,0.054862719585767834,0.09470123985662378,0.07911194058930758,0.02390588205991923
230222202,0.17600263407897565,0.13567668223720278,0.1594921537734914,0.031269499116355834,0.02253612294725186,0.01799859655975851,0.018773080544241934
250521091,0.16812687637425797,0.10027828518805446,0.3248017943250337,0.04677415105709078,0.024269331750060023,0.0827672380870601,0.04502934310589112
mean,0.035548909301716745,0.03573930338414788,0.057897499652538535,0.03419738579056979,0.028260119845221653,0.03310969562537341,0.03260378838700867
