ehr,1,1,0,0,1,0,1
waves,0,1,1,0,0,1,1
thermal,0,0,0,1,1,1,1
pseudonym,,,,,,,
260121025,0.9230397194849164,0.9568614016349946,0.7745937703618618,0.14332735492278445,0.5606338458644848,0.19366691520732998,0.6586864961812063
170221041,0.4890407002129389,0.410857868327187,0.1376310716132976,0.791393775735714,0.8041902612363889,0.6881083368599238,0.6866170928803176
90321052,0.14940652520000808,0.08478595275040472,0.6186378628189885,0.6170458591110305,0.34110526704686667,0.6551330364280004,0.41739381603960535
210321059,0.20683957036051834,0.3308210574397624,0.594455528014563,0.8837367081125016,0.7202305382584688,0.9010136428672189,0.7711276357065608
110421069,0.5804297738279965,0.29871900798688783,0.14108377163815167,0.8346331338290712,0.8113643538950353,0.7295810410495134,0.598841934855477
120421070,0.4933263473255009,0.38762267496926833,0.5636566377150382,0.8404167422364629,0.8617106314948042,0.8557389382611558,0.7552613371487684
140721114,0.9664738797197536,0.9594744372569172,0.650007724912507,0.1883669534960267,0.507164016685811,0.17817678630205078,0.6394682573269116
220721117,0.5248775769300525,0.5442906179258274,0.8139102163647234,0.8749706117458975,0.7931671469547051,0.9013898125197323,0.846294393056983
141021143,0.6828016578333971,0.6452585830495268,0.5205784951870437,0.4027231995915872,0.4914387817477111,0.44119326387629393,0.5266509481490439
170222196,0.8101686717852609,0.7705700985430143,0.400546789459189,0.8680450597505189,0.8655395011721716,0.8401346149970779,0.9156775420000136
230222202,0.6220043572984749,0.5915032679738562,0.49564270152505446,0.9564270152505446,0.9629629629629629,0.9705882352941178,0.9509803921568628
250521091,0.7379440985027105,0.6947517616159173,0.5439010136428671,0.9323969395911842,0.9236174085941331,0.8978497873969732,0.898501366973648
mean,0.5988627398734607,0.5562930607894636,0.5212204652711071,0.6944569461144438,0.7202603929927953,0.687714534254949,0.7221251010396165
